video_id,start,end,label
case_2055,17357,17421,0
case_2055,17405,17469,0
case_2055,17453,17517,0
case_2055,17501,17565,0
case_2055,17549,17613,0
case_2055,17597,17661,0
case_2055,17645,17709,0
case_2055,17693,17757,0
case_2055,17741,17805,0
case_2055,17789,17853,0
case_2055,17837,17901,0
case_2055,17885,17949,0
case_2055,17933,17997,0
case_2055,17981,18045,0
case_2055,18029,18093,0
case_2055,18077,18141,0
case_2055,18125,18189,0
case_2055,18173,18237,0
case_2055,18221,18285,0
case_2055,18269,18333,0
case_2055,18317,18381,0
case_2055,18365,18429,0
case_2055,18413,18477,0
case_2055,18461,18525,0
case_2055,18509,18573,0
case_2055,18557,18621,0
case_2055,18605,18669,0
case_2055,18653,18717,0
case_2055,18701,18765,0
case_2055,18749,18813,0
case_2055,18797,18861,0
case_2055,18845,18909,0
case_2055,18893,18957,0
case_2055,18941,19005,0
case_2055,18989,19053,0
case_2055,19037,19101,0
case_2055,19085,19149,0
case_2055,19133,19197,0
case_2055,19181,19245,0
case_2055,19229,19293,0
case_2055,19277,19341,0
case_2055,19325,19389,0
case_2055,19373,19437,0
case_2055,19421,19485,0
case_2055,19469,19533,0
case_2055,19517,19581,0
case_2055,19565,19629,0
case_2055,19613,19677,0
case_2055,19661,19725,0
case_2055,19709,19773,0
case_2055,19757,19821,0
case_2055,19805,19869,0
case_2055,19853,19917,0
case_2055,19901,19965,0
case_2055,19949,20013,0
case_2055,19997,20061,0
case_2055,20045,20109,0
case_2055,20093,20157,0
case_2055,20141,20205,0
case_2055,20189,20253,0
case_2055,20237,20301,0
case_2055,20285,20349,0
case_2055,20333,20397,0
case_2055,20381,20445,0
case_2055,20429,20493,0
case_2055,20477,20541,0
case_2055,20525,20589,0
case_2055,20573,20637,0
case_2055,20621,20685,0
case_2055,20669,20733,0
case_2055,20717,20781,0
case_2055,20765,20829,0
case_2055,20813,20877,0
case_2055,20861,20925,0
case_2055,20909,20973,0
case_2055,20957,21021,0
case_2055,21005,21069,0
case_2055,21053,21117,0
case_2055,21101,21165,0
case_2055,21149,21213,0
case_2055,21197,21261,0
case_2055,21245,21309,0
case_2055,21293,21357,0
case_2055,21341,21405,0
case_2055,21389,21453,0
case_2055,21437,21501,0
case_2055,21485,21549,0
case_2055,21533,21597,0
case_2055,21581,21645,0
case_2055,21629,21693,0
case_2055,21677,21741,0
case_2055,21725,21789,0
case_2055,21773,21837,0
case_2055,21821,21885,0
case_2055,21869,21933,0
case_2055,21917,21981,0
case_2055,21965,22029,0
case_2055,22013,22077,0
case_2055,22061,22125,0
case_2055,22109,22173,0
case_2055,22157,22221,0
case_2055,22205,22269,0
case_2055,22253,22317,0
case_2055,22301,22365,0
case_2055,22349,22413,0
case_2055,22397,22461,0
case_2055,22445,22509,0
case_2055,22493,22557,0
case_2055,22541,22605,0
case_2055,22589,22653,0
case_2055,22637,22701,0
case_2055,22685,22749,0
case_2055,22733,22797,0
case_2055,22781,22845,0
case_2055,22829,22893,0
case_2245,15660,15724,0
case_2245,15708,15772,0
case_2245,15756,15820,0
case_2245,15804,15868,0
case_2245,15852,15916,0
case_2245,15900,15964,0
case_2245,15948,16012,0
case_2245,15996,16060,0
case_2245,16044,16108,0
case_2245,16092,16156,0
case_2245,16140,16204,0
case_2245,16188,16252,0
case_2245,16236,16300,0
case_2245,16284,16348,0
case_2245,16332,16396,0
case_2245,16380,16444,0
case_2245,16428,16492,0
case_2245,16476,16540,0
case_2245,16524,16588,0
case_2245,16572,16636,0
case_2245,16620,16684,0
case_2245,16668,16732,0
case_2245,16716,16780,0
case_2245,16764,16828,0
case_2245,16812,16876,0
case_2245,16860,16924,0
case_2245,16908,16972,0
case_2245,16956,17020,0
case_2245,17004,17068,0
case_2245,17052,17116,0
case_2245,17100,17164,0
case_2245,17148,17212,0
case_2245,17196,17260,0
case_2245,17244,17308,0
case_2245,17292,17356,0
case_2245,17340,17404,0
case_2245,17388,17452,0
case_2245,17436,17500,0
case_2245,17484,17548,0
case_2245,17532,17596,0
case_2245,17580,17644,0
case_2245,17628,17692,0
case_2245,17676,17740,0
case_2245,17724,17788,0
case_2245,17772,17836,0
case_2245,17820,17884,0
case_2245,17868,17932,0
case_2245,17916,17980,0
case_2245,17964,18028,0
case_2245,18012,18076,0
case_2245,18060,18124,0
case_2245,18108,18172,0
case_2245,18156,18220,0
case_2245,18204,18268,0
case_2245,18252,18316,0
case_2245,18300,18364,0
case_2245,18348,18412,0
case_2245,18396,18460,0
case_2245,18444,18508,0
case_2245,18492,18556,0
case_2245,18540,18604,0
case_2245,18588,18652,0
case_2245,18636,18700,0
case_2245,18684,18748,0
case_2245,18732,18796,0
case_2245,18780,18844,0
case_2245,18828,18892,0
case_2070,23154,23218,0
case_2070,23202,23266,0
case_2070,23250,23314,0
case_2070,23298,23362,0
case_2070,23346,23410,0
case_2070,23394,23458,0
case_2070,23442,23506,0
case_2070,23490,23554,0
case_2070,23538,23602,0
case_2070,23586,23650,0
case_2070,23634,23698,0
case_2070,23682,23746,0
case_2070,23730,23794,0
case_2070,23778,23842,0
case_2070,23826,23890,0
case_2070,23874,23938,0
case_2070,23922,23986,0
case_2070,23970,24034,0
case_2070,24018,24082,0
case_2070,24066,24130,0
case_2070,24114,24178,0
case_2070,24162,24226,0
case_2070,24210,24274,0
case_2070,24258,24322,0
case_2070,24306,24370,0
case_2070,24354,24418,0
case_2070,24402,24466,0
case_2070,24450,24514,0
case_2070,24498,24562,0
case_2070,24546,24610,0
case_2070,24594,24658,0
case_2070,24642,24706,0
case_2070,24690,24754,0
case_2070,24738,24802,0
case_2070,24786,24850,0
case_2070,24834,24898,0
case_2070,24882,24946,0
case_2070,24930,24994,0
case_2070,24978,25042,0
case_2070,25026,25090,0
case_2070,25074,25138,0
case_2070,25122,25186,0
case_2070,25170,25234,0
case_2070,25218,25282,0
case_2070,25266,25330,0
case_2070,25314,25378,0
case_2070,25362,25426,0
case_2070,25410,25474,0
case_2070,25458,25522,0
case_2070,25506,25570,0
case_2070,25554,25618,0
case_2070,25602,25666,0
case_2070,25650,25714,0
case_2070,25698,25762,0
case_2070,25746,25810,0
case_2070,25794,25858,0
case_2070,25842,25906,0
case_2070,25890,25954,0
case_2070,25938,26002,0
case_2070,25986,26050,0
case_2070,26034,26098,0
case_2070,26082,26146,0
case_2070,26130,26194,0
case_2070,26178,26242,0
case_2070,26226,26290,0
case_2070,26274,26338,0
case_2070,26322,26386,0
case_2070,26370,26434,0
case_2070,26418,26482,0
case_2070,26466,26530,0
case_2070,26514,26578,0
case_2070,26562,26626,0
case_2070,26610,26674,0
case_2070,26658,26722,0
case_2070,26706,26770,0
case_2070,26754,26818,0
case_2070,26802,26866,0
case_2070,26850,26914,0
case_2070,26898,26962,0
case_2070,26946,27010,0
case_2070,26994,27058,0
case_2070,27042,27106,0
case_2070,27090,27154,0
case_2070,27138,27202,0
case_2070,27186,27250,0
case_2070,27234,27298,0
case_2070,27282,27346,0
case_2070,27330,27394,0
case_2070,27378,27442,0
case_2070,27426,27490,0
case_2070,27474,27538,0
case_2070,27522,27586,0
case_2070,27570,27634,0
case_2070,27618,27682,0
case_2070,27666,27730,0
case_2070,27714,27778,0
case_2070,27762,27826,0
case_2070,27810,27874,0
case_2070,27858,27922,0
case_2373,13680,13744,0
case_2373,13728,13792,0
case_2373,13776,13840,0
case_2373,13824,13888,0
case_2373,13872,13936,0
case_2373,13920,13984,0
case_2373,13968,14032,0
case_2373,14016,14080,0
case_2373,14064,14128,0
case_2373,14112,14176,0
case_2373,14160,14224,0
case_2373,14208,14272,0
case_2373,14256,14320,0
case_2373,14304,14368,0
case_2373,14352,14416,0
case_2373,14400,14464,0
case_2373,14448,14512,0
case_2373,14496,14560,0
case_2373,14544,14608,0
case_2373,14592,14656,0
case_2373,14640,14704,0
case_2373,14688,14752,0
case_2373,14736,14800,0
case_2373,14784,14848,0
case_2373,14832,14896,0
case_2373,14880,14944,0
case_2373,14928,14992,0
case_2373,14976,15040,0
case_2373,15024,15088,0
case_2373,15072,15136,0
case_2373,15120,15184,0
case_2373,15168,15232,0
case_2373,15216,15280,0
case_2373,15264,15328,0
case_2373,15312,15376,0
case_2373,15360,15424,0
case_2373,15408,15472,0
case_2373,15456,15520,0
case_2373,15504,15568,0
case_2373,15552,15616,0
case_2373,15600,15664,0
case_2373,15648,15712,0
case_2373,15696,15760,0
case_2373,15744,15808,0
case_2373,15792,15856,0
case_2373,15840,15904,0
case_2373,15888,15952,0
case_2373,15936,16000,0
case_2373,15984,16048,0
case_2373,16032,16096,0
case_2373,16080,16144,0
case_2373,16128,16192,0
case_2373,16176,16240,0
case_2373,16224,16288,0
case_2373,16272,16336,0
case_2373,16320,16384,0
case_2373,16368,16432,0
case_2404,18360,18424,0
case_2404,18408,18472,0
case_2404,18456,18520,0
case_2404,18504,18568,0
case_2404,18552,18616,0
case_2404,18600,18664,0
case_2404,18648,18712,0
case_2404,18696,18760,0
case_2404,18744,18808,0
case_2404,18792,18856,0
case_2404,18840,18904,0
case_2404,18888,18952,0
case_2404,18936,19000,0
case_2404,18984,19048,0
case_2404,19032,19096,0
case_2404,19080,19144,0
case_2404,19128,19192,0
case_2404,19176,19240,0
case_2404,19224,19288,0
case_2404,19272,19336,0
case_2404,19320,19384,0
case_2404,19368,19432,0
case_2404,19416,19480,0
case_2404,19464,19528,0
case_2404,19512,19576,0
case_2404,19560,19624,0
case_2404,19608,19672,0
case_2404,19656,19720,0
case_2404,19704,19768,0
case_2404,19752,19816,0
case_2404,19800,19864,0
case_2404,19848,19912,0
case_2404,19896,19960,0
case_2404,19944,20008,0
case_2404,19992,20056,0
case_2404,20040,20104,0
case_2404,20088,20152,0
case_2404,20136,20200,0
case_2404,20184,20248,0
case_2404,20232,20296,0
case_2404,20280,20344,0
case_2404,20328,20392,0
case_2404,20376,20440,0
case_2404,20424,20488,0
case_2404,20472,20536,0
case_2404,20520,20584,0
case_2404,20568,20632,0
case_2404,20616,20680,0
case_2404,20664,20728,0
case_2404,20712,20776,0
case_2404,20760,20824,0
case_2404,20808,20872,0
case_2404,20856,20920,0
case_2404,20904,20968,0
case_2404,20952,21016,0
case_2404,21000,21064,0
case_2404,21048,21112,0
case_2404,21096,21160,0
case_2404,21144,21208,0
case_2404,21192,21256,0
case_2404,21240,21304,0
case_2404,21288,21352,0
case_2404,21336,21400,0
case_2404,21384,21448,0
case_2404,21432,21496,0
case_2404,21480,21544,0
case_2404,21528,21592,0
case_2404,21576,21640,0
case_2404,21624,21688,0
case_2404,21672,21736,0
case_2404,21720,21784,0
case_2404,21768,21832,0
case_2404,21816,21880,0
case_2404,21864,21928,0
case_2404,21912,21976,0
case_2404,21960,22024,0
case_2404,22008,22072,0
case_2404,22056,22120,0
case_2404,22104,22168,0
case_2404,22152,22216,0
case_2404,22200,22264,0
case_2404,22248,22312,0
case_2404,22296,22360,0
case_2404,22344,22408,0
case_2404,22392,22456,0
case_2081,16836,16900,0
case_2081,16884,16948,0
case_2081,16932,16996,0
case_2081,16980,17044,0
case_2081,17028,17092,0
case_2081,17076,17140,0
case_2081,17124,17188,0
case_2081,17172,17236,0
case_2081,17220,17284,0
case_2081,17268,17332,0
case_2081,17316,17380,0
case_2081,17364,17428,0
case_2081,17412,17476,0
case_2081,17460,17524,0
case_2081,17508,17572,0
case_2081,17556,17620,0
case_2081,17604,17668,0
case_2081,17652,17716,0
case_2081,17700,17764,0
case_2081,17748,17812,0
case_2081,17796,17860,0
case_2081,17844,17908,0
case_2081,17892,17956,0
case_2081,17940,18004,0
case_2081,17988,18052,0
case_2081,18036,18100,0
case_2081,18084,18148,0
case_2081,18132,18196,0
case_2081,18180,18244,0
case_2081,18228,18292,0
case_2081,18276,18340,0
case_2081,18324,18388,0
case_2081,18372,18436,0
case_2081,18420,18484,0
case_2081,18468,18532,0
case_2081,18516,18580,0
case_2081,18564,18628,0
case_2081,18612,18676,0
case_2081,18660,18724,0
case_2081,18708,18772,0
case_2081,18756,18820,0
case_2081,18804,18868,0
case_2081,18852,18916,0
case_2081,18900,18964,0
case_2081,18948,19012,0
case_2081,18996,19060,0
case_2081,19044,19108,0
case_2081,19092,19156,0
case_2081,19140,19204,0
case_2081,19188,19252,0
case_2081,19236,19300,0
case_2081,19284,19348,0
case_2081,19332,19396,0
case_2081,19380,19444,0
case_2081,19428,19492,0
case_2081,19476,19540,0
case_4899,18360,18424,0
case_4899,18408,18472,0
case_4899,18456,18520,0
case_4899,18504,18568,0
case_4899,18552,18616,0
case_4899,18600,18664,0
case_4899,18648,18712,0
case_4899,18696,18760,0
case_4899,18744,18808,0
case_4899,18792,18856,0
case_4899,18840,18904,0
case_4899,18888,18952,0
case_4899,18936,19000,0
case_4899,18984,19048,0
case_4899,19032,19096,0
case_4899,19080,19144,0
case_4899,19128,19192,0
case_4899,19176,19240,0
case_4899,19224,19288,0
case_4899,19272,19336,0
case_4899,19320,19384,0
case_4899,19368,19432,0
case_4899,19416,19480,0
case_4899,19464,19528,0
case_4899,19512,19576,0
case_4899,19560,19624,0
case_4899,19608,19672,0
case_4899,19656,19720,0
case_4899,19704,19768,0
case_4899,19752,19816,0
case_4899,19800,19864,0
case_4899,19848,19912,0
case_4899,19896,19960,0
case_4899,19944,20008,0
case_4899,19992,20056,0
case_4899,20040,20104,0
case_4899,20088,20152,0
case_4899,20136,20200,0
case_4899,20184,20248,0
case_4899,20232,20296,0
case_4899,20280,20344,0
case_4899,20328,20392,0
case_4899,20376,20440,0
case_4899,20424,20488,0
case_4899,20472,20536,0
case_4899,20520,20584,0
case_4899,20568,20632,0
case_4899,20616,20680,0
case_4899,20664,20728,0
case_4899,20712,20776,0
case_4899,20760,20824,0
case_4899,20808,20872,0
case_4899,20856,20920,0
case_4899,20904,20968,0
case_4899,20952,21016,0
case_4899,21000,21064,0
case_4899,21048,21112,0
case_4899,21096,21160,0
case_4899,21144,21208,0
case_4899,21192,21256,0
case_4899,21240,21304,0
case_4899,21288,21352,0
case_4899,21336,21400,0
case_4899,21384,21448,0
case_4899,21432,21496,0
case_4899,21480,21544,0
case_4899,21528,21592,0
case_4899,21576,21640,0
case_4899,21624,21688,0
case_4899,21672,21736,0
case_4899,21720,21784,0
case_4899,21768,21832,0
case_4899,21816,21880,0
case_4899,21864,21928,0
case_4899,21912,21976,0
case_4899,21960,22024,0
case_4899,22008,22072,0
case_4899,22056,22120,0
case_4899,22104,22168,0
case_4899,22152,22216,0
case_4899,22200,22264,0
case_4899,22248,22312,0
case_4899,22296,22360,0
case_4899,22344,22408,0
case_4899,22392,22456,0
case_4899,22440,22504,0
case_4899,22488,22552,0
case_4899,22536,22600,0
case_4899,22584,22648,0
case_4899,22632,22696,0
case_4899,22680,22744,0
case_4899,22728,22792,0
case_4899,22776,22840,0
case_4899,22824,22888,0
case_4899,22872,22936,0
case_4899,22920,22984,0
case_4899,22968,23032,0
case_4899,23016,23080,0
case_4899,23064,23128,0
case_4899,23112,23176,0
case_4899,23160,23224,0
case_4899,23208,23272,0
case_4899,23256,23320,0
case_4899,23304,23368,0
case_4899,23352,23416,0
case_4899,23400,23464,0
case_4899,23448,23512,0
case_4899,23496,23560,0
case_4899,23544,23608,0
case_4899,23592,23656,0
case_4899,23640,23704,0
case_4899,23688,23752,0
case_4899,23736,23800,0
case_4899,23784,23848,0
case_4899,23832,23896,0
case_4899,23880,23944,0
case_4899,23928,23992,0
case_4899,23976,24040,0
case_4899,24024,24088,0
case_4899,24072,24136,0
case_4899,24120,24184,0
case_4899,24168,24232,0
case_4899,24216,24280,0
case_4899,24264,24328,0
case_4899,24312,24376,0
case_4899,24360,24424,0
case_4899,24408,24472,0
case_4899,24456,24520,0
case_4899,24504,24568,0
case_4899,24552,24616,0
case_4899,24600,24664,0
case_4899,24648,24712,0
case_4899,24696,24760,0
case_4899,24744,24808,0
case_4899,24792,24856,0
case_4899,24840,24904,0
case_4899,24888,24952,0
case_4899,24936,25000,0
case_4899,24984,25048,0
case_4899,25032,25096,0
case_4899,25080,25144,0
case_4899,25128,25192,0
case_4899,25176,25240,0
case_4899,25224,25288,0
case_4899,25272,25336,0
case_4899,25320,25384,0
case_4899,25368,25432,0
case_4899,25416,25480,0
case_4899,25464,25528,0
case_4899,25512,25576,0
case_4899,25560,25624,0
case_4899,25608,25672,0
case_4899,25656,25720,0
case_4899,25704,25768,0
case_4899,25752,25816,0
case_4899,25800,25864,0
case_4899,25848,25912,0
case_4899,25896,25960,0
case_4899,25944,26008,0
case_4899,25992,26056,0
case_4899,26040,26104,0
case_4899,26088,26152,0
case_4899,26136,26200,0
case_2483,22080,22144,0
case_2483,22128,22192,0
case_2483,22176,22240,0
case_2483,22224,22288,0
case_2483,22272,22336,0
case_2483,22320,22384,0
case_2483,22368,22432,0
case_2483,22416,22480,0
case_2483,22464,22528,0
case_2483,22512,22576,0
case_2483,22560,22624,0
case_2483,22608,22672,0
case_2483,22656,22720,0
case_2483,22704,22768,0
case_2483,22752,22816,0
case_2483,22800,22864,0
case_2483,22848,22912,0
case_2483,22896,22960,0
case_2483,22944,23008,0
case_2483,22992,23056,0
case_2483,23040,23104,0
case_2483,23088,23152,0
case_2483,23136,23200,0
case_2483,23184,23248,0
case_2483,23232,23296,0
case_2483,23280,23344,0
case_2483,23328,23392,0
case_2483,23376,23440,0
case_2483,23424,23488,0
case_2483,23472,23536,0
case_2483,23520,23584,0
case_2483,23568,23632,0
case_2483,23616,23680,0
case_2483,23664,23728,0
case_2483,23712,23776,0
case_2483,23760,23824,0
case_2483,23808,23872,0
case_2483,23856,23920,0
case_2483,23904,23968,0
case_2483,23952,24016,0
case_2483,24000,24064,0
case_2483,24048,24112,0
case_2483,24096,24160,0
case_2483,24144,24208,0
case_2483,24192,24256,0
case_2483,24240,24304,0
case_2483,24288,24352,0
case_2483,24336,24400,0
case_2483,24384,24448,0
case_2483,24432,24496,0
case_2483,24480,24544,0
case_2483,24528,24592,0
case_2483,24576,24640,0
case_2483,24624,24688,0
case_2483,24672,24736,0
case_2483,24720,24784,0
case_2483,24768,24832,0
case_2483,24816,24880,0
case_2483,24864,24928,0
case_2483,24912,24976,0
case_2483,24960,25024,0
case_2483,25008,25072,0
case_2483,25056,25120,0
case_2483,25104,25168,0
case_2483,25152,25216,0
case_2483,25200,25264,0
case_2483,25248,25312,0
case_2483,25296,25360,0
case_2483,25344,25408,0
case_2483,25392,25456,0
case_2483,25440,25504,0
case_2483,25488,25552,0
case_2483,25536,25600,0
case_2483,25584,25648,0
case_2483,25632,25696,0
case_2483,25680,25744,0
case_2483,25728,25792,0
case_2483,25776,25840,0
case_2483,25824,25888,0
case_2483,25872,25936,0
case_2483,25920,25984,0
case_2483,25968,26032,0
case_2483,26016,26080,0
case_2483,26064,26128,0
case_2462,12660,12724,0
case_2462,12708,12772,0
case_2462,12756,12820,0
case_2462,12804,12868,0
case_2462,12852,12916,0
case_2462,12900,12964,0
case_2462,12948,13012,0
case_2462,12996,13060,0
case_2462,13044,13108,0
case_2462,13092,13156,0
case_2462,13140,13204,0
case_2462,13188,13252,0
case_2462,13236,13300,0
case_2462,13284,13348,0
case_2462,13332,13396,0
case_2462,13380,13444,0
case_2462,13428,13492,0
case_2462,13476,13540,0
case_2462,13524,13588,0
case_2462,13572,13636,0
case_2462,13620,13684,0
case_2462,13668,13732,0
case_2462,13716,13780,0
case_2462,13764,13828,0
case_2462,13812,13876,0
case_2462,13860,13924,0
case_2462,13908,13972,0
case_2462,13956,14020,0
case_2462,14004,14068,0
case_2462,14052,14116,0
case_2462,14100,14164,0
case_2462,14148,14212,0
case_2462,14196,14260,0
case_2462,14244,14308,0
case_2462,14292,14356,0
case_2462,14340,14404,0
case_2462,14388,14452,0
case_2462,14436,14500,0
case_2462,14484,14548,0
case_2462,14532,14596,0
case_2462,14580,14644,0
case_2462,14628,14692,0
case_2462,14676,14740,0
case_2462,14724,14788,0
case_2076,24162,24226,0
case_2076,24210,24274,0
case_2076,24258,24322,0
case_2076,24306,24370,0
case_2076,24354,24418,0
case_2076,24402,24466,0
case_2076,24450,24514,0
case_2076,24498,24562,0
case_2076,24546,24610,0
case_2076,24594,24658,0
case_2076,24642,24706,0
case_2076,24690,24754,0
case_2076,24738,24802,0
case_2076,24786,24850,0
case_2076,24834,24898,0
case_2076,24882,24946,0
case_2076,24930,24994,0
case_2076,24978,25042,0
case_2076,25026,25090,0
case_2076,25074,25138,0
case_2076,25122,25186,0
case_2076,25170,25234,0
case_2076,25218,25282,0
case_2076,25266,25330,0
case_2076,25314,25378,0
case_2076,25362,25426,0
case_2076,25410,25474,0
case_2076,25458,25522,0
case_2076,25506,25570,0
case_2076,25554,25618,0
case_2076,25602,25666,0
case_2076,25650,25714,0
case_2076,25698,25762,0
case_2076,25746,25810,0
case_2076,25794,25858,0
case_2076,25842,25906,0
case_2076,25890,25954,0
case_2076,25938,26002,0
case_2076,25986,26050,0
case_2076,26034,26098,0
case_2076,26082,26146,0
case_2076,26130,26194,0
case_2076,26178,26242,0
case_2076,26226,26290,0
case_2076,26274,26338,0
case_2076,26322,26386,0
case_2076,26370,26434,0
case_2076,26418,26482,0
case_2076,26466,26530,0
case_2076,26514,26578,0
case_2076,26562,26626,0
case_2076,26610,26674,0
case_2076,26658,26722,0
case_2076,26706,26770,0
case_2076,26754,26818,0
case_2076,26802,26866,0
case_2076,26850,26914,0
case_2076,26898,26962,0
case_2076,26946,27010,0
case_2076,26994,27058,0
case_2076,27042,27106,0
case_2076,27090,27154,0
case_2076,27138,27202,0
case_2076,27186,27250,0
case_2076,27234,27298,0
case_2076,27282,27346,0
case_2076,27330,27394,0
case_2076,27378,27442,0
case_2076,27426,27490,0
case_2076,27474,27538,0
case_2076,27522,27586,0
case_2076,27570,27634,0
case_2076,27618,27682,0
case_2336,30840,30904,0
case_2336,30888,30952,0
case_2336,30936,31000,0
case_2336,30984,31048,0
case_2336,31032,31096,0
case_2336,31080,31144,0
case_2336,31128,31192,0
case_2336,31176,31240,0
case_2336,31224,31288,0
case_2336,31272,31336,0
case_2336,31320,31384,0
case_2336,31368,31432,0
case_2336,31416,31480,0
case_2336,31464,31528,0
case_2336,31512,31576,0
case_2336,31560,31624,0
case_2336,31608,31672,0
case_2336,31656,31720,0
case_2336,31704,31768,0
case_2336,31752,31816,0
case_2336,31800,31864,0
case_2336,31848,31912,0
case_2336,31896,31960,0
case_2336,31944,32008,0
case_2336,31992,32056,0
case_2336,32040,32104,0
case_2336,32088,32152,0
case_2336,32136,32200,0
case_2336,32184,32248,0
case_2336,32232,32296,0
case_2336,32280,32344,0
case_2336,32328,32392,0
case_2336,32376,32440,0
case_2336,32424,32488,0
case_2336,32472,32536,0
case_2336,32520,32584,0
case_2336,32568,32632,0
case_2336,32616,32680,0
case_2336,32664,32728,0
case_2336,32712,32776,0
case_2336,32760,32824,0
case_2336,32808,32872,0
case_2336,32856,32920,0
case_2336,32904,32968,0
case_2336,32952,33016,0
case_2336,33000,33064,0
case_2336,33048,33112,0
case_2336,33096,33160,0
case_2336,33144,33208,0
case_2336,33192,33256,0
case_2336,33240,33304,0
case_2336,33288,33352,0
case_2336,33336,33400,0
case_2312,13080,13144,0
case_2312,13128,13192,0
case_2312,13176,13240,0
case_2312,13224,13288,0
case_2312,13272,13336,0
case_2312,13320,13384,0
case_2312,13368,13432,0
case_2312,13416,13480,0
case_2312,13464,13528,0
case_2312,13512,13576,0
case_2312,13560,13624,0
case_2312,13608,13672,0
